,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.29804224242825905,0.0,0.0,0.013187709841958363,0.3046360973492382,,0.0
1,2,0.5712317534026184,0.0,0.0,0.025981215288296347,0.5876005448956936,,0.0
2,3,0.7653041731808699,0.0,0.0,0.03803078446127977,0.786791245260997,,0.0
3,4,0.9149919820635112,0.0,0.0,0.04913038309777757,0.9458186409330485,,0.0
4,5,1.0354014023907485,0.0,0.0,0.05875865755830972,1.0752698754295262,,0.0
5,6,1.1336551068638576,0.0,0.0,0.06728563838275596,1.1790055510211295,,0.0
6,7,1.2115797712369447,0.0,0.0,0.07420834154422938,1.2619822494309618,,0.0
7,8,1.2700611087688534,0.0,0.0,0.07998916269830735,1.3259386759552851,,0.0
8,9,1.3108037816823928,0.0,0.0,0.0838578344832258,1.3696562596613644,,0.0
9,10,1.334989684105406,0.0,0.0,0.08647885864025219,1.3955863595665405,,0.0
10,11,1.3427705184700698,0.0,0.0,0.08717110643472264,1.403932388462898,,0.0
